price_vnd,sim_number
1000000,0356787178
5000000,0971919397
12000000,0911115859
3000000,0824888166
450000,0344286839
450000,0335843239
450000,0332944379
3000000,0582235777
480000000,0799999998
3000000,0967151197
5000000,0828080202
450000,0865351269
1000000,0762501969
1000000,0941499179
450000,0364310481
10000000,0522092021
5000000,0705638777
450000,0332070285
500000,0927037887
500000,0967407448
1000000,0898579986
12900000,0383529888
450000,0344248188
10000000,0986888846
450000,0347927775
3000000,0931112025
10000000,0775907779
500000,0964218200
1000000,0339010986
5000000,0784667722
1000000,0372735736
1000000,0925691221
500000,0586951996
450000,0346888405
1000000,0898322054
500000,0931807846
3000000,0962063336
500000,0879197978
10000000,0899997474
12200000,0865555186
500000,0968132150
12000000,0888881699
5000000,0977702006
3000000,0332982014
500000,0964355001
1000000,0941305196
500000,0393128727
3000000,0839879886
1000000,0708153156
500000,0941597773
1000000,0705428333
500000,0877150988
14000000,0819811990
500000,0972049758
500000,0907430463
3000000,0985112616
1000000,0934316179
500000,0375385986
5000000,0377234539
80000000,0343678678
450000,0336214166
450000,0358282568
450000,0343795799
500000,0823570586
12500000,0921102010
1000000,0702794792
500000,0393878712
1000000,0901705689
3000000,0927873839
1000000,0763644722
450000,0387167539
5000000,0357575701
1000000,0763744748
65000000,0848886668
1000000,0916604224
500000,0937492997
5000000,0866301998
55295000,0327292929
450000,0328324388
5000000,0937979685
5000000,0859992019
1000000,0762755754
500000,0981256027
11000000,0765951999
450000,0379901799
1000000,0566169168
3000000,0888054222
450000,0334170304
500000,0936178896
1000000,0889257035
3000000,0868166882
500000,0817050614
500000,0909607211
12000000,0363111000
450000,0327975499
50000000,0789999907
10000000,0813863456
1000000,0795669369
450000,0866382638
450000,0363597039
1000000,0975792557
500000,0918026402
50000000,0794519999
3000000,0825884886
500000,0813242886
1000000,0985989126
1000000,0942539328
500000,0942791588
12000000,0969438668
450000,0329151294
1000000,0705456987
13000000,0849920999
3000000,0779586668
10900000,0326330888
450000,0865973639
1000000,0702707703
1000000,0763501962
122400000,0986660888
500000,0877122234
3000000,0889663665
10000000,0886668339
10000000,0766771771
3000000,0817731368
1000000,0886787656
5000000,0795857888
5000000,0838686147
1000000,0927626177
450000,0336200908
5000000,0385255688
1000000,0795711077
450000,0327585286
10800000,0932357968
500000,0877154799
450000,0862940369
3000000,0566388988
500000,0879767274
1000000,0762534034
500000,0879764040
200000000,0866055555
3000000,0853352555
500000,0906047229
368000000,0912658888
50000000,0707777878
450000,0327426556
5000000,0702330055
450000,0327651939
3000000,0835588299
500000,0868117727
450000,0865705675
450000,0866907161
450000,0343376539
450000,0337658338
450000,0352855486
12000000,0916336679
1000000,0937820639
3000000,0974070679
1000000,0834038138
1000000,0946124094
12600000,0378690999
5000000,0975228968
500000,0939438264
12000000,0523051987
5000000,0704128777
450000,0328160711
1000000,0898306914
450000,0986146214
450000,0325416439
10000000,0979078799
500000,0941323205
1000000,0943879197
500000,0877003033
12000000,0829379888
450000,0866021117
500000,0877101114
450000,0387282016
450000,0336091282
3000000,0927255557
1000000,0799028876
1000000,0702759758
3000000,0937217778
450000,0862889785
450000,0343221689
3000000,0937690268
10500000,0967761998
500000,0943360988
450000,0372203234
3000000,0909160981
55000000,0582222229
10000000,0335678948
5000000,0799556575
13000000,0565638638
3000000,0888535566
500000,0352709984
450000,0343983779
500000,0587332007
55000000,0984312345
11000000,0818611622
13000000,0927555668
1000000,0799088299
5000000,0582596596
10000000,0936966679
5000000,0862621162
500000,0847405567
1000000,0886341135
3000000,0949902906
1000000,0948151960
5000000,0359586168
5000000,0888001004
1000000,0886749022
5000000,0925366966
1000000,0945266587
500000,0877120483
500000,0877178811
500000,0924723379
5000000,0567895883
1000000,0799159876
5000000,0395888579
500000,0909287002
500000,0774595202
500000,0354006616
500000,0398582442
450000,0327305299
3000000,0931843339
70000000,0702226868
1000000,0949317256
5000000,0913000389
60000000,0767644444
450000,0375430186
500000,0834569790
5000000,0705765789
1000000,0708117317
1000000,0764553234
3000000,0909205179
3000000,0565132999
1000000,0944619945
5000000,0898391988
3000000,0913289439
13000000,0767036868
1000000,0947895352
500000,0964571227
65000000,0913868777
1000000,0763658656
10000000,0989467879
500000,0879592269
1000000,0838072179
450000,0865092399
1000000,0899630163
5000000,0967896128
450000,0865020689
5000000,0389276279
450000,0866334838
1000000,0763592005
1000000,0944600455
1000000,0946741453
13000000,0764488666
1000000,0793238938
500000,0877998832
1000000,0945908477
1000000,0948305542
3000000,0829761368
450000,0984257895
500000,0926627068
500000,0967507350
12000000,0818003555
1000000,0582338868
450000,0327868266
1000000,0799066477
12000000,0769478478
1000000,0762759756
450000,0327110305
500000,0928877989
5000000,0784731555
500000,0975628251
450000,0975897912
1000000,0896383699
5000000,0963319986
3000000,0889666159
500000,0857177456
450000,0326966671
500000,0915174399
450000,0862974068
1000000,0799174787
450000,0326310578
5000000,0767816888
5000000,0912675686
450000,0378606079
10000000,0397880088
3000000,0794899639
1000000,0946230401
69000000,0366000555
3000000,0888873377
3000000,0916337773
500000,0969192094
3000000,0568181879
450000,0334951268
12000000,0924061997
500000,0856482279
13800000,0399458899
1000000,0795599077
1000000,0763690390
99000000,0859908888
450000,0334427586
1000000,0941805051
1000000,0925374866
5000000,0389679979
13500000,0797770888
1000000,0702738012
450000,0336414786
1000000,0941920368
3000000,0931522015
3000000,0899791688
450000,0382276168
5000000,0704154567
3000000,0899959578
450000,0356658466
72000000,0903869888
14000000,0837771999
1000000,0904301139
500000,0877156739
10000000,0921818333
500000,0705917678
1000000,0335873687
450000,0334612766
450000,0363302268
1000000,0947994187
3000000,0973296599
5000000,0901256786
1000000,0762523522
450000,0862977727
10000000,0567896333
450000,0333728266
3000000,0923731995
450000,0332041005
450000,0379970234
450000,0865203679
160000000,0976777799
5000000,0522052019
500000,0971656936
5000000,0844756688
12000000,0702031994
3000000,0904090605
3000000,0848736969
1000000,0909126980
10000000,0921265666
5000000,0921671981
3000000,0906676078
3000000,0708689889
11325000,0845304678
11325000,0819380678
450000,0865918539
5000000,0962932011
500000,0369517815
79000000,0933939933
3000000,0985888032
500000,0981047457
500000,0867422500
3000000,0937490111
1000000,0968190472
18000000000,0913456789
500000,0969730184
12000000,0776999444
1000000,0818939386
12000000,0846797797
3000000,0813599559
1000000,0702659259
5000000,0899137779
500000,0869363050
3000000,0522879789
3000000,0972917368
450000,0327052799
1000000,0763725722
3000000,0901635959
450000,0346567773
450000,0334695399
3000000,0981598099
500000,0965486523
1000000,0934404946
450000,0379188239
11325000,0853849678
10000000,0833678986
450000,0344310876
1000000,0762633800
3000000,0977698299
1000000,0762736262
500000,0909550930
450000,0336030981
1000000,0795685985
500000,0971284733
10000000,0928313313
500000,0877180506
1000000,0819004270
1000000,0815895000
500000,0328050617
1000000,0823177599
5000000,0964888656
500000,0912367350
450000,0343110894
1000000,0889110562
13000000,0589445678
450000,0374408008
75000000,0706829999
59000000,0987357979
1000000,0372597081
1000000,0949171058
450000,0335739699
450000,0376601868
450000,0343938288
3000000,0962471168
1000000,0795755288
3000000,0968200594
450000,0332105166
500000,0879928468
3000000,0382225500
5000000,0705608666
500000,0877338861
5000000,0797040999
5000000,0945858979
450000,0865931393
1000000,0705997797
5000000,0362421997
5000000,0902939192
450000,0972717134
450000,0865712347
500000,0394824579
10000000,0797394567
1000000,0968161156
450000,0984345013
1000000,0925173679
3000000,0981871579
3000000,0975639589
12400000,0397640000
450000,0344156039
1000000,0936583982
1000000,0926365771
3000000,0965173879
450000,0862963539
3000000,0936959879
450000,0327492017
450000,0332057339
3000000,0367121368
1000000,0889727769
14000000,0819901984
15000000,0817052012
5000000,0962120668
1000000,0943637044
5000000,0858266626
500000,0867922440
3000000,0846888389
11325000,0849434678
5000000,0942868680
1000000,0708039036
3000000,0857906688
12000000,0922062014
500000,0877116990
3000000,0888150712
450000,0343482568
1000000,0889638971
5000000,0796262777
500000,0909761685
1000000,0708055800
11000000,0854883939
450000,0867000925
450000,0329401639
1000000,0852832444
450000,0364589686
5000000,0981994179
1000000,0889578913
500000,0392193398
450000,0326647039
450000,0325877740
450000,0343606539
1000000,0944966584
15000000,0866331983
15000000,0818061984
3000000,0707077883
13000000,0784311311
500000,0879598579
5000000,0962686804
5000000,0389101777
450000,0343667288
500000,0934265229
1000000,0799137134
3000000,0842894894
1000000,0978926766
1000000,0896505150
10400000,0925423888
5000000,0926799579
500000,0839166855
1000000,0372530205
1000000,0969808551
1000000,0886253595
450000,0865876639
500000,0962884316
10000000,0921082005
50000000,0349121212
500000,0847539567
3000000,0935391980
3000000,0392550222
500000,0914239545
450000,0327889166
1000000,0374621115
1000000,0763727327
10000000,0827061994
12000000,0706838999
11900000,0333888827
1000000,0778515765
50000000,0777666661
15000000,0363778889
500000,0819577633
500000,0905397633
1000000,0778504500
5000000,0941261994
500000,0889760776
450000,0356156579
11325000,0828759678
15000000,0981868388
450000,0985427892
450000,0866333214
10000000,0911321979
155000000,0943959595
1000000,0778708222
60000000,0386992999
58000000,0858888828
13000000,0921941999
1000000,0911831847
1000000,0327128883
450000,0334140574
450000,0328164447
3000000,0946508988
3000000,0857798868
3000000,0968843638
5000000,0971422008
5000000,0931250789
69000000,0989999188
450000,0862967496
12000000,0933668638
3000000,0854466665
450000,0333852739
3000000,0769912912
1000000,0935004800
450000,0862985697
180000000,0777859999
450000,0328290705
15000000,0822296296
55000000,0823866866
5000000,0783256555
450000,0332750386
1000000,0764772015
5000000,0986424243
12000000,0913041995
450000,0385709997
500000,0925001511
1000000,0965048492
1000000,0784200020
3000000,0835198698
1000000,0763611466
12000000,0915559090
1000000,0708137135
500000,0936531314
5000000,0814222220
450000,0989684493
5000000,0945094789
11000000,0909104343
500000,0965047071
3000000,0703008822
5000000,0566789879
450000,0343845988
1000000,0946541279
1000000,0763571574
50000000,0941200200
1000000,0763751951
500000,0564332002
3000000,0856939993
450000,0862940942
450000,0866275986
1000000,0762503506
500000,0817711644
450000,0332284068
11325000,0819384678
450000,0328425186
1000000,0762641123
55000000,0868179888
6500000000,0979777777
500000,0962451291
5000000,0909814111
450000,0325310672
10000000,0795138168
500000,0349315415
1000000,0946038158
5000000,0828877887
1000000,0795641965
5000000,0905512022
1000000,0898309074
1000000,0795592594
5000000,0706803803
450000,0327130700
500000,0877144411
450000,0865157565
5000000,0947222281
5000000,0816266969
450000,0343830539
450000,0327010786
450000,0336606989
13000000,0788889983
500000,0971714790
450000,0989948617
1000000,0763648642
10000000,0918101996
3000000,0981368778
3000000,0899651988
13125000,0902065139
150000000,0819809999
500000,0879935986
15000000,0979148688
13600000,0599340999
450000,0343673539
5000000,0855999078
5000000,0889335789
450000,0343951539
1000000,0936876696
10000000,0899696968
12000000,0785183838
160000000,0708338888
5000000,0765154555
450000,0385324088
500000,0358610005
3000000,0907989768
12000000,0357811811
500000,0327986588
500000,0979407395
450000,0386519838
1000000,0944730859
3000000,0799191668
70000000,0708944444
3000000,0585452555
1000000,0344777602
450000,0343231699
10000000,0937789000
5000000,0975608086
500000,0922738788
500000,0926816165
450000,0344140374
500000,0815966299
10000000,0339283777
500000,0372284795
1000000,0763709706
450000,0343406689
1000000,0926509095
450000,0981864164
1000000,0935110595
10300000,0888883916
1000000,0705488799
500000,0364301679
450000,0865146314
12000000,0769175175
5000000,0358688986
450000,0342821268
500000,0857954788
1000000,0827865979
1000000,0847337886
450000,0329301278
500000,0326591768
500000,0822951886
500000,0879285556
1000000,0877119936
3000000,0799832239
3000000,0936269169
450000,0326804188
500000,0877995377
500000,0922481688
1000000,0708144800
1000000,0778517876
1000000,0944300161
3000000,0888556776
3000000,0962234699
12000000,0937502391
5000000,0387861984
3000000,0889250599
10000000,0985908886
500000,0586082006
1000000,0762674123
450000,0352049766
450000,0352037966
500000,0969707130
3000000,0388389883
450000,0325549066
450000,0329710234
10500000,0975682168
450000,0989103457
450000,0343203968
500000,0877157688
500000,0982454367
3000000,0977934989
5000000,0767895879
450000,0334320288
3000000,0825779279
450000,0344140378
11000000,0385991888
500000,0856869123
450000,0983676463
1000000,0981228438
14000000,0819821993
10000000,0788844777
500000,0879481886
11325000,0857019678
10000000,0377399555
3000000,0922996986
500000,0379307234
450000,0329149239
399000000,0833833333
500000,0398663221
12000000,0779456799
500000,0934280044
3000000,0983887444
500000,0375354066
500000,0857301887
5000000,0703699668
5000000,0922089189
50000000,0971559555
88000000,0901806789
3000000,0889999294
450000,0327743689
3000000,0814999878
450000,0329771066
1000000,0941849558
5000000,0794886777
1000000,0763503506
450000,0866141195
3000000,0392288877
450000,0336091082
1000000,0702689686
3000000,0926033868
1000000,0705988118
1000000,0772999861
1000000,0926700722
500000,0566361992
450000,0335157339
1000000,0762711714
5000000,0986198607
450000,0862897578
139000000,0918777979
450000,0986399376
3000000,0931287678
450000,0332630739
1000000,0914646655
299000,0365217978
3000000,0963380889
3000000,0926269000
5000000,0832393838
450000,0328270444
500000,0966480705
1000000,0901744210
1000000,0823242688
450000,0865365436
1000000,0795624924
3000000,0937228522
450000,0327160597
500000,0879611866
5000000,0839666658
5000000,0914726969
450000,0369601113
500000,0587332008
500000,0946441963
11325000,0859724678
450000,0329431766
3000000,0986245199
5000000,0826451999
1000000,0896507733
450000,0329357339
5000000,0705790979
500000,0961702921
3000000,0975230897
500000,0587522005
1000000,0886575354
1000000,0947220467
1000000,0941581347
1000000,0795655651
450000,0982541237
3000000,0338471994
1000000,0773344200
5000000,0379335688
14000000,0915539333
450000,0344196839
3000000,0931485052
3000000,0362686779
11880000,0764101999
3000000,0823322929
3000000,0922855552
1000000,0762575574
12000000,0779353739
10000000,0798363666
88000000,0772346666
500000,0326404669
88000000,0569911111
1000000,0776272128
1000000,0762799044
1000000,0867493279
1000000,0947515926
500000,0981621575
450000,0862918068
5000000,0768541999
1000000,0799098811
1000000,0708116464
10000000,0355688368
500000,0979472287
5000000,0932478688
500000,0769085768
3000000,0908607860
450000,0343801366
450000,0334732662
3000000,0979659459
3000000,0376298386
450000,0344090474
3000000,0936712015
5000000,0898988800
450000,0335790345
5000000,0859266288
10500000,0845525666
3000000,0772799678
450000,0344310295
3000000,0832808188
11500000,0389187999
3000000,0708186669
1000000,0869282239
1000000,0947963522
1000000,0888898110
5000000,0707881100
1000000,0879879882
1000000,0856494978
500000,0865120720
15000000,0705042012
5000000,0983737827
450000,0865281728
15000000,0327051990
5000000,0777733755
1000000,0795655900
1000000,0708181973
450000,0332598939
450000,0867015191
1000000,0762797345
1000000,0702772672
450000,0334039186
500000,0815955844
1000000,0898307420
450000,0983878931
85000000,0908167979
450000,0327180784
5000000,0393181816
450000,0344087968
450000,0366101972
450000,0862996479
1000000,0763553234
500000,0363368766
450000,0356591345
5000000,0814996866
3000000,0778689222
265000000,0866868868
75000000,0326768888
450000,0328609444
10000000,0936099090
450000,0865777863
1000000,0763543143
10000000,0911867968
1000000,0762738787
3000000,0787438666
450000,0865767819
1000000,0799280694
12000000,0968032005
500000,0362281218
3000000,0948553322
69000000,0888516868
500000,0879199882
450000,0335169266
3000000,0856882004
209000000,0858898888
3000000,0869242007
12000000,0567888444
500000,0904216838
500000,0909860491
5000000,0911073839
500000,0853881556
450000,0334540739
10000000,0967555139
1000000,0763767070
450000,0386348456
1000000,0708069012
500000,0869051218
500000,0877996588
67500000,0523452222
450000,0384667447
450000,0336143566
12000000,0848889886
5000000,0989868620
1000000,0799157432
450000,0865006116
500000,0926611691
3000000,0935263989
126000000,0788888989
1000000,0708097012
1000000,0763548234
13000000,0926320999
500000,0879197994
10000000,0365686000
450000,0866222133
1000000,0898306944
3000000,0816524567
5000000,0856367899
12000000,0829112013
500000,0877145544
450000,0328780539
450000,0865577727
10000000,0778778247
15000000,0967778881
1000000,0793119368
450000,0329041004
2500000000,0932345678
3000000,0784622226
5000000,0888666561
58000000,0763700000
5000000,0352442006
1000000,0899611168
1000000,0904064479
3000000,0946491591
500000,0877180286
14000000,0819981983
10000000,0568626268
13000000,0976567939
1000000,0786366939
3000000,0358783579
3000000,0357404666
10000000,0796355888
450000,0332596539
12000000,0941939989
5000000,0357168586
1000000,0708021969
450000,0332865199
1000000,0762080799
500000,0922487668
5000000,0768681678
10000000,0926452666
3000000,0989061104
130000000,0888888286
450000,0333806799
450000,0343795665
5000000,0373011990
5000000,0963502003
5000000,0373571984
450000,0329906399
500000,0905585912
5000000,0988090383
11000000,0787352352
500000,0566211997
450000,0866955530
1000000,0763043654
3000000,0797886697
450000,0325711140
1000000,0946749091
500000,0349260168
3000000,0936929294
1000000,0931230268
12000000,0907888867
3000000,0866040979
3000000,0359987779
500000,0939659250
500000,0973790382
500000,0589031991
1000000,0988139060
500000,0967409887
500000,0877150282
3000000,0703666634
450000,0865987086
12000000,0899040506
3000000,0963922116
1000000,0909182385
3000000,0934981995
1000000,0347438000
1000000,0969920315
5000000,0836698699
3000000,0914900386
5000000,0963227287
55000000,0799796868
13000000,0799973456
450000,0349536366
450000,0862940879
1000000,0904973543
1000000,0762539534
450000,0335780686
450000,0866290586
500000,0963381334
450000,0328720288
59000000,0869267777
450000,0332665445
450000,0333418586
450000,0865839069
1000000,0763666533
500000,0941591586
500000,0888116303
450000,0343840739
500000,0868117714
14000000,0968939396
59000000,0983835666
3000000,0889445968
12600000,0763666969
3000000,0859679668
3000000,0908050139
500000,0922685066
15000000,0848088999
51000000,0859989998
1000000,0762711522
500000,0342909124
5000000,0862686896
3000000,0816869669
1000000,0948268040
1000000,0762791122
500000,0566091995
500000,0927668994
500000,0349268008
13000000,0768789678
5000000,0785012234
5000000,0969637393
450000,0329260915
11325000,0827204678
1000000,0941011691
12000000,0827282999
10000000,0773651111
1000000,0762597474
450000,0329215234
1000000,0384116678
450000,0328490339
450000,0326075639
5000000,0929292903
3000000,0906108408
1000000,0763578567
450000,0865979096
11325000,0846542678
5000000,0919999625
500000,0879482567
11325000,0846872678
500000,0985754280
400000000,0946393939
11325000,0829390678
450000,0862977887
60000000,0817757777
450000,0365100281
14000000,0961381993
1000000,0773355699
3000000,0901795479
13000000,0813122014
3000000,0933162003
450000,0862995957
1000000,0962215389
450000,0328080172
3000000,0978042018
450000,0989735946
3000000,0918017567
5000000,0924648777
450000,0334728139
500000,0961056596
450000,0335771279
1000000,0926366269
5000000,0985742018
1000000,0778533699
1000000,0762544322
450000,0865020480
5000000,0931823668
500000,0877150600
11325000,0813432678
3000000,0932155266
13000000,0896454567
1000000,0763022833
5000000,0868922886
450000,0325611175
1000000,0945846177
1000000,0898313687
12000000,0988662166
500000,0778198358
1000000,0762680980
1000000,0935571689
450000,0334032229
1000000,0763530345
5000000,0985361980
3000000,0901332011
1000000,0869274879
1000000,0763115876
450000,0343512886
800000000,0339330900
500000,0877112773
450000,0332050392
11325000,0826907678
5000000,0706590999
1000000,0763027766
500000,0877119697
3000000,0975514268
1000000,0705449887
500000,0815933755
450000,0334605486
500000,0962380733
1000000,0827791088
3000000,0775828222
3000000,0943393688
12000000,0989999503
13380000,0342636999
1000000,0945127638
5000000,0911021279
3000000,0896622262
500000,0879283816
3000000,0914001997
1000000,0942341177
500000,0879934388
1000000,0705228987
12000000,0947338989
450000,0334291280
500000,0981558359
450000,0343007699
5000000,0388886319
1000000,0795755400
5000000,0775666079
500000,0962223852
450000,0326734066
1000000,0848786687
5000000,0932342022
5000000,0932668066
500000,0879769868
450000,0862904269
10000000,0388332001
450000,0866398786
450000,0375072768
1000000,0358199737
450000,0329260180
3000000,0927888060
1000000,0934250311
11700000,0777777325
450000,0356415554
5000000,0355595696
13900000,0944803939
1000000,0705910321
450000,0382465966
1000000,0762741041
500000,0907106850
5000000,0813730808
1000000,0896536679
450000,0865141976
450000,0343014539
3000000,0915527988
5000000,0913662010
5000000,0926011974
3000000,0963582019
500000,0888051252
3000000,0822906969
3000000,0932712912
1000000,0799036000
450000,0329374679
1000000,0931141575
12500000,0973555279
1000000,0947833062
500000,0859553336
500000,0865263659
450000,0974274873
5000000,0944356969
64900000,0332776666
3000000,0842531989
3000000,0971515951
12000000,0789054567
500000,0584861996
1000000,0909153306
1000000,0762767474
450000,0338043969
450000,0329520899
500000,0902671454
450000,0367882966
450000,0334987669
500000,0327263689
500000,0925157739
500000,0877990010
1000000,0762601604
1000000,0773338654
10000000,0344888268
500000,0967548661
500000,0763805131
13000000,0374991555
450000,0988997543
3000000,0906705679
1000000,0763655211
1000000,0799007090
450000,0362621886
450000,0329160976
76000000,0583829999
1000000,0942758928
1000000,0795753253
1000000,0763543123
3000000,0931211279
450000,0337073568
10000000,0847116688
65000000,0394111777
500000,0927667286
1000000,0795722522
1000000,0944679661
12000000,0815234562
3000000,0772219998
12000000,0353249249
1000000,0795622355
3000000,0326061969
52000000,0973876888
450000,0368713068
12000000,0822558668
1000000,0944303903
500000,0339717225
14750000,0394555111
450000,0363135786
3000000,0372002277
168000000,0366856789
5000000,0704717888
450000,0329874939
450000,0327160198
15000000,0852776776
450000,0337025556
14000000,0899772999
1000000,0708177900
450000,0332888387
500000,0869578518
280000000,0859686868
450000,0335933340
450000,0865040447
450000,0344128986
1000000,0702686986
500000,0393845239
3000000,0985741974
450000,0335737770
450000,0343672223
500000,0352428066
450000,0326422014
10000000,0382828267
450000,0332796366
1000000,0762659123
450000,0327030904
450000,0337288199
1000000,0948316833
5000000,0835058668
12900000,0386771888
450000,0346053688
450000,0342847986
450000,0342875866
3000000,0856333883
5000000,0989161393
1000000,0961310900
1000000,0901426389
450000,0327858239
450000,0862971478
450000,0326582839
450000,0866166539
1000000,0762658458
450000,0363443332
13000000,0815589888
5000000,0582783939
3000000,0977120100
500000,0833500989
450000,0343322018
1000000,0702788600
1000000,0943879419
3000000,0933779709
450000,0352399766
1000000,0913338380
1000000,0941335792
1000000,0768135234
1000000,0705915210
500000,0343009466
1000000,0763632636
10500000,0935653666
1000000,0768234589
5000000,0966515879
70000000,0704489999
450000,0988724664
450000,0343653166
10000000,0789332789
5000000,0398681993
3000000,0834101416
3000000,0828002220
5000000,0938931113
500000,0362477588
1000000,0764877123
500000,0877159567
450000,0368575286
450000,0865401788
450000,0329334679
3000000,0985169389
450000,0344218268
10000000,0388666618
450000,0987043484
500000,0563182002
450000,0334309866
11325000,0858017678
3000000,0919714953
5000000,0901339686
1000000,0762531731
450000,0337412366
11325000,0823318678
10000000,0985107222
500000,0362646026
11880000,0792351999
450000,0359766739
3000000,0889717000
10000000,0333791989
65000000,0869749999
1000000,0795755466
450000,0332077669
3000000,0777048886
450000,0346174668
450000,0988969364
500000,0397851882
450000,0385333723
13000000,0867280000
800000000,0963585622
5000000,0924219777
1000000,0702722066
368000000,0833777888
3000000,0933633995
450000,0334090604
500000,0877996656
500000,0523962008
3000000,0857876886
450000,0336110485
3000000,0763654747
450000,0325722250
450000,0344261211
1000000,0982304384
450000,0335377706
172000000,0829977777
1000000,0562856568
1000000,0799103439
333000000,0978686888
1000000,0948329169
5000000,0355789368
450000,0862939894
117000000,0964365555
11325000,0818459678
500000,0909608793
5000000,0338151789
3000000,0365869222
5000000,0915859985
1000000,0775580222
450000,0332924447
5000000,0898767678
1000000,0948475078
450000,0335700388
3000000,0968961139
450000,0989564960
5000000,0909186889
450000,0336184799
1000000,0702761972
12000000,0942511115
11500000,0854403456
1000000,0961369495
12000000,0392009988
450000,0327531118
450000,0329280676
500000,0968546482
500000,0939186845
1000000,0886282186
5000000,0986552010
500000,0877989396
5000000,0945676060
3000000,0849513999
1000000,0763641241
5000000,0933436343
450000,0866391091
1000000,0773311788
11000000,0365533555
450000,0862944774
450000,0862955548
55000000,0908642222
3000000,0941140707
450000,0387110494
11325000,0819831678
12000000,0775882288
10500000,0973795679
450000,0334054447
5000000,0773885889
3000000,0522861995
12000000,0379393555
11325000,0826954678
1000000,0947250191
3000000,0931355115
500000,0776212138
5000000,0901318679
1000000,0903404012
450000,0332895553
500000,0879403131
1000000,0762520528
1000000,0562962868
1000000,0888655914
500000,0899981552
500000,0915311494
50000000,0523844444
3000000,0987792966
1000000,0916437211
450000,0327255564
3000000,0942111146
3000000,0988090610
450000,0377857838
500000,0964237791
3000000,0818653979
3000000,0396875252
75000000,0349259999
5000000,0986502007
10000000,0789315999
1000000,0795754123
450000,0982535784
450000,0349356239
1000000,0702781787
450000,0342842019
12000000,0764291111
500000,0523832007
10000000,0702011990
10000000,0822996677
3000000,0962559656
120000000,0886479999
450000,0362562889
75000000,0908060708
1000000,0942059141
450000,0329290976
121000000,0948144444
3000000,0966171200
450000,0387230779
450000,0327011183
1000000,0762788700
5000000,0899988186
450000,0866978984
3000000,0862179139
179000000,0903000111
450000,0333951661
450000,0329364566
500000,0968278944
3000000,0826684404
10400000,0799544567
1000000,0898341910
1000000,0368542456
500000,0964203784
450000,0865644423
3000000,0817613838
500000,0867466141
450000,0332160684
450000,0337831039
1000000,0941585843
3000000,0931157168
5000000,0938330707
3000000,0856999595
500000,0395972389
5000000,0823773939
450000,0865612169
500000,0366350266
500000,0879883373
3000000,0979050052
450000,0344110176
500000,0939624491
450000,0335384388
450000,0326692388
500000,0972043060
3000000,0938002930
500000,0877991889
1000000,0942336152
1000000,0941588865
450000,0343078444
500000,0877129899
500000,0375326810
450000,0343200071
5000000,0379881997
1000000,0799100466
12000000,0856772999
12000000,0967806668
1000000,0565658679
1000000,0996902010
12500000,0888389399
500000,0877995667
3000000,0988709279
450000,0327754939
5000000,0765913456
1000000,0762692292
1000000,0763711655
500000,0922744086
3000000,0857258259
10000000,0814567852
450000,0985829834
3000000,0836949699
1000000,0936158238
3000000,0977312021
14000000,0896717999
14000000,0865765567
500000,0877010209
1000000,0931375552
5000000,0784367979
450000,0972891441
450000,0334026839
500000,0568051779
12000000,0829121986
450000,0335723968
450000,0328594968
500000,0977736026
15000000,0768113114
5000000,0352266898
450000,0334193066
14000000,0819561999
450000,0329041289
3000000,0394011984
450000,0985373032
450000,0333100074
3000000,0568585779
500000,0938302690
11000000,0974418668
500000,0353612220
10000000,0854567839
1000000,0377050070
1000000,0936233778
500000,0879301388
450000,0379337669
450000,0335210400
450000,0334397288
500000,0877216567
3000000,0336811222
500000,0336994086
450000,0382580799
500000,0877010588
5000000,0357396222
1000000,0909158213
5000000,0383225979
500000,0961632291
10000000,0375746888
3000000,0793624999
11000000,0766024444
75000000,0822156666
450000,0336003766
3000000,0842886879
450000,0365940886
12000000,0385653979
3000000,0886666724
500000,0877110204
1000000,0778241981
12000000,0817868383
1000000,0762744445
1000000,0938850589
50000000,0972112299
450000,0329890366
5000000,0904442032
3000000,0866857886
450000,0327348998
3000000,0976202012
3000000,0911555534
3000000,0983600289
500000,0971385069
1000000,0934414348
1000000,0903963155
500000,0877129798
3000000,0903003200
500000,0879481248
450000,0862995466
1000000,0886692568
3000000,0768200900
500000,0785934333
5000000,0399336368
15000000,0819042022
3000000,0777731067
450000,0334487299
12000000,0927022004
5000000,0896667579
1000000,0795662562
10000000,0777506688
1000000,0943490792
450000,0384518366
1000000,0901474089
500000,0931815505
1000000,0949166488
5000000,0868088600
450000,0338193866
1000000,0705211866
500000,0909920516
5000000,0822921994
500000,0867739113
1000000,0977118332
450000,0346515399
12000000,0902976679
500000,0877180103
1000000,0763506509
500000,0879929515
5000000,0981892010
5000000,0326766998
3000000,0933212968
500000,0843005456
500000,0778129378
1000000,0896519679
500000,0816711355
450000,0972949974
1000000,0702640234
3000000,0335224555
1000000,0886114368
450000,0329281070
3000000,0382889779
500000,0877124141
1000000,0708007407
450000,0357601079
450000,0333090314
12000000,0938858859
12000000,0834150000
3000000,0777379787
450000,0375527268
1000000,0776204020
5000000,0785764555
3000000,0926111211
3000000,0904968649
60000000,0794444888
450000,0334383335
5000000,0967161518
15000000,0981278989
3000000,0888133988
450000,0336210891
3000000,0905185899
3000000,0923702016
450000,0865313184
1000000,0898149763
500000,0917913793
450000,0343835039
10625000,0787624567
1000000,0941108252
